id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
KOGD269,KOGD,2020-09-25 00:00:00,2020.7349727,269,-1356671.06862,6098368.03935,1280387.72702,47,886290.0831,1291158.4214,11.658062954081,102.542041292892,35.9737,55.8135
KOGD270,KOGD,2020-09-26 00:00:00,2020.7377049,270,-1356671.06627,6098368.02844,1280387.72098,47,886290.0832,1291158.4178,11.658062921034,102.542041293546,35.9616,55.8014
KOGD271,KOGD,2020-09-27 00:00:00,2020.7404372,271,-1356671.07165,6098368.03113,1280387.72148,47,886290.0879,1291158.4176,11.658062918566,102.542041336372,35.9654,55.8052
KOGD272,KOGD,2020-09-28 00:00:00,2020.7431694,272,-1356671.07411,6098368.04474,1280387.72257,47,886290.0874,1291158.4158,11.658062902883,102.542041331282,35.9791,55.8189
KOGD273,KOGD,2020-09-29 00:00:00,2020.7459016,273,-1356671.07212,6098368.03673,1280387.72238,47,886290.0871,1291158.4173,11.658062916322,102.542041329453,35.9710,55.8108
KOGD274,KOGD,2020-09-30 00:00:00,2020.7486339,274,-1356671.06760,6098368.03554,1280387.72699,47,886290.0829,1291158.4222,11.658062961097,102.542041291364,35.9698,55.8097
KOGD275,KOGD,2020-10-01 00:00:00,2020.7513661,275,-1356671.06794,6098368.03414,1280387.72697,47,886290.0835,1291158.4225,11.658062963198,102.542041297149,35.9686,55.8084
KOGD277,KOGD,2020-10-03 00:00:00,2020.7568306,277,-1356671.06982,6098368.03179,1280387.71924,47,886290.0860,1291158.4153,11.658062898252,102.542041318674,35.9652,55.8050
KOGD278,KOGD,2020-10-04 00:00:00,2020.7595628,278,-1356671.06879,6098368.03275,1280387.72444,47,886290.0847,1291158.4202,11.658062942975,102.542041307556,35.9669,55.8067
KOGD280,KOGD,2020-10-06 00:00:00,2020.7650273,280,-1356671.06780,6098368.02381,1280387.72599,47,886290.0856,1291158.4236,11.658062973051,102.542041316472,35.9585,55.7983
KOGD281,KOGD,2020-10-07 00:00:00,2020.7677596,281,-1356671.06749,6098368.02809,1280387.72523,47,886290.0844,1291158.4220,11.658062958763,102.542041305221,35.9623,55.8022
KOGD282,KOGD,2020-10-08 00:00:00,2020.7704918,282,-1356671.06792,6098368.03189,1280387.72865,47,886290.0840,1291158.4246,11.658062982090,102.542041301478,35.9668,55.8066
KOGD283,KOGD,2020-10-09 00:00:00,2020.7732240,283,-1356671.06883,6098368.03500,1280387.72353,47,886290.0843,1291158.4189,11.658062930914,102.542041303465,35.9689,55.8087
KOGD284,KOGD,2020-10-10 00:00:00,2020.7759563,284,-1356671.06940,6098368.03725,1280387.72362,47,886290.0843,1291158.4185,11.658062927440,102.542041304050,35.9712,55.8110
KOGD285,KOGD,2020-10-11 00:00:00,2020.7786885,285,-1356671.06918,6098368.02183,1280387.72281,47,886290.0875,1291158.4208,11.658062947879,102.542041332795,35.9562,55.7960
KOGD286,KOGD,2020-10-12 00:00:00,2020.7814208,286,-1356671.07276,6098368.03751,1280387.72614,47,886290.0876,1291158.4208,11.658062947961,102.542041333649,35.9726,55.8125
KOGD287,KOGD,2020-10-13 00:00:00,2020.7841530,287,-1356671.07041,6098368.03803,1280387.72283,47,886290.0852,1291158.4175,11.658062918670,102.542041311535,35.9720,55.8118
KOGD288,KOGD,2020-10-14 00:00:00,2020.7868852,288,-1356671.06962,6098368.03327,1280387.72182,47,886290.0854,1291158.4175,11.658062918525,102.542041313958,35.9671,55.8069
KOGD295,KOGD,2020-10-21 00:00:00,2020.8060109,295,-1356671.07008,6098368.03318,1280387.72621,47,886290.0859,1291158.4218,11.658062957375,102.542041318266,35.9680,55.8078
KOGD296,KOGD,2020-10-22 00:00:00,2020.8087432,296,-1356671.07116,6098368.03964,1280387.72970,47,886290.0855,1291158.4239,11.658062976367,102.542041315029,35.9751,55.8149
KOGD297,KOGD,2020-10-23 00:00:00,2020.8114754,297,-1356671.06662,6098368.02179,1280387.72705,47,886290.0849,1291158.4251,11.658062986533,102.542041309902,35.9565,55.7963
KOGD298,KOGD,2020-10-24 00:00:00,2020.8142077,298,-1356671.06957,6098368.02278,1280387.72122,47,886290.0877,1291158.4190,11.658062931945,102.542041334393,35.9569,55.7967
KOGD299,KOGD,2020-10-25 00:00:00,2020.8169399,299,-1356671.06881,6098368.02103,1280387.72099,47,886290.0873,1291158.4192,11.658062933357,102.542041331111,35.9550,55.7948
