id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
THAI133,THAI,2020-05-12 00:00:00,2020.3633880,133,-1150486.09064,6080853.91397,1537596.42826,47,685044.8395,1553154.1386,14.043005723415,100.713616693104,-7.2664,22.9915
THAI134,THAI,2020-05-13 00:00:00,2020.3661202,134,-1150486.09088,6080853.92463,1537596.43139,47,685044.8377,1553154.1391,14.043005727823,100.713616676969,-7.2554,23.0025
THAI135,THAI,2020-05-14 00:00:00,2020.3688525,135,-1150486.09504,6080853.91924,1537596.43113,47,685044.8428,1553154.1400,14.043005735484,100.713616724098,-7.2598,22.9980
THAI137,THAI,2020-05-16 00:00:00,2020.3743169,137,-1150486.09077,6080853.91396,1537596.43016,47,685044.8396,1553154.1405,14.043005740090,100.713616694279,-7.2659,22.9920
THAI138,THAI,2020-05-17 00:00:00,2020.3770492,138,-1150486.09171,6080853.91689,1537596.43156,47,685044.8400,1553154.1411,14.043005745653,100.713616697818,-7.2626,22.9953
THAI139,THAI,2020-05-18 00:00:00,2020.3797814,139,-1150486.08806,6080853.91124,1537596.42988,47,685044.8374,1553154.1409,14.043005744561,100.713616674315,-7.2690,22.9888
THAI164,THAI,2020-06-12 00:00:00,2020.4480874,164,-1150486.09506,6080853.91013,1537596.42382,47,685044.8446,1553154.1351,14.043005690954,100.713616739946,-7.2703,22.9876
THAI165,THAI,2020-06-13 00:00:00,2020.4508197,165,-1150486.09474,6080853.90929,1537596.42422,47,685044.8444,1553154.1357,14.043005696417,100.713616738483,-7.2711,22.9868
THAI166,THAI,2020-06-14 00:00:00,2020.4535519,166,-1150486.09351,6080853.90264,1537596.42252,47,685044.8444,1553154.1356,14.043005696354,100.713616738736,-7.2780,22.9798
THAI169,THAI,2020-06-17 00:00:00,2020.4617486,169,-1150486.09202,6080853.90510,1537596.42388,47,685044.8425,1553154.1364,14.043005703574,100.713616720955,-7.2756,22.9823
